time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2020-03-02,1.0,14.3,3.9,9.6,11.1,1.0,6.5,2020-03-02T07:36,2020-03-02T18:56,0.0,0.0,0.0,0.0,21.9,35.6,205.0,16.11,2.28
2020-03-03,1.0,18.3,11.4,14.2,15.7,7.7,11.2,2020-03-03T07:34,2020-03-03T18:57,0.0,0.0,0.0,0.0,20.3,31.7,203.0,16.47,3.16
2020-03-04,3.0,16.0,8.9,13.4,15.6,7.1,12.0,2020-03-04T07:32,2020-03-04T18:58,0.0,0.0,0.0,0.0,18.0,25.6,129.0,12.24,1.97
2020-03-05,55.0,13.1,9.7,11.6,12.4,8.1,10.2,2020-03-05T07:31,2020-03-05T18:59,4.9,4.9,0.0,11.0,11.0,19.1,9.0,6.57,1.12
2020-03-06,61.0,12.5,8.8,10.3,10.7,6.6,8.2,2020-03-06T07:29,2020-03-06T19:00,9.1,9.1,0.0,11.0,15.0,22.3,227.0,7.75,1.16
2020-03-07,3.0,16.5,11.0,13.2,15.0,7.5,10.5,2020-03-07T07:28,2020-03-07T19:02,0.0,0.0,0.0,0.0,18.7,29.5,189.0,17.13,2.91
2020-03-08,3.0,17.3,10.3,13.6,16.9,7.8,11.9,2020-03-08T07:26,2020-03-08T19:03,0.0,0.0,0.0,0.0,13.8,18.7,151.0,12.64,2.18
2020-03-09,1.0,18.1,8.5,12.6,16.3,5.8,10.4,2020-03-09T07:24,2020-03-09T19:04,0.0,0.0,0.0,0.0,21.2,32.8,46.0,17.46,2.68
2020-03-10,55.0,11.2,8.6,9.9,9.2,5.8,7.7,2020-03-10T07:23,2020-03-10T19:05,9.9,9.9,0.0,20.0,19.8,33.1,278.0,5.11,0.71
2020-03-11,51.0,14.3,8.0,11.5,12.3,6.0,9.7,2020-03-11T07:21,2020-03-11T19:06,0.1,0.1,0.0,1.0,13.7,20.9,208.0,15.68,2.08
2020-03-12,0.0,15.8,7.6,11.3,14.0,5.6,9.2,2020-03-12T07:20,2020-03-12T19:07,0.0,0.0,0.0,0.0,20.1,29.5,44.0,18.3,2.58
2020-03-13,0.0,14.7,7.8,10.6,12.2,5.0,7.8,2020-03-13T07:18,2020-03-13T19:08,0.0,0.0,0.0,0.0,19.5,31.3,39.0,18.8,2.42
2020-03-14,3.0,12.8,5.8,9.3,11.6,3.9,7.1,2020-03-14T07:16,2020-03-14T19:09,0.0,0.0,0.0,0.0,21.4,32.8,41.0,17.6,2.19
2020-03-15,55.0,8.9,5.3,7.8,4.2,-1.7,2.1,2020-03-15T07:15,2020-03-15T19:10,7.4,7.4,0.0,14.0,37.8,59.4,45.0,7.34,1.35
2020-03-16,51.0,6.5,5.2,5.8,-1.1,-2.2,-1.7,2020-03-16T07:13,2020-03-16T19:11,0.3,0.3,0.0,2.0,41.2,63.0,44.0,8.27,2.43
2020-03-17,3.0,8.4,4.5,5.9,4.3,-1.2,0.7,2020-03-17T07:11,2020-03-17T19:13,0.0,0.0,0.0,0.0,25.5,41.4,54.0,16.99,2.83
2020-03-18,51.0,8.0,3.9,5.7,2.1,-1.2,0.1,2020-03-18T07:10,2020-03-18T19:14,0.1,0.1,0.0,1.0,30.4,48.6,47.0,14.33,2.28
2020-03-19,51.0,9.2,5.3,7.2,3.0,-0.3,1.5,2020-03-19T07:08,2020-03-19T19:15,1.1,1.1,0.0,7.0,35.3,56.5,25.0,14.51,2.46
2020-03-20,3.0,11.6,5.3,7.9,8.9,1.9,4.7,2020-03-20T07:06,2020-03-20T19:16,0.0,0.0,0.0,0.0,12.0,22.7,53.0,17.45,2.43
2020-03-21,1.0,12.8,2.9,8.3,11.8,-0.3,6.1,2020-03-21T07:05,2020-03-21T19:17,0.0,0.0,0.0,0.0,9.5,17.3,91.0,20.26,2.68
2020-03-22,3.0,14.9,5.1,10.0,14.2,2.2,7.3,2020-03-22T07:03,2020-03-22T19:18,0.0,0.0,0.0,0.0,24.2,38.2,221.0,19.61,2.72
2020-03-23,51.0,10.1,8.1,8.9,5.8,3.8,4.8,2020-03-23T07:01,2020-03-23T19:19,0.1,0.1,0.0,1.0,24.9,40.0,48.0,7.36,1.29
2020-03-24,51.0,9.1,7.1,8.2,3.9,1.1,2.8,2020-03-24T07:00,2020-03-24T19:20,2.2,2.2,0.0,12.0,33.2,53.6,53.0,6.2,1.28
2020-03-25,3.0,9.4,6.9,7.8,3.9,1.0,2.2,2020-03-25T06:58,2020-03-25T19:21,0.0,0.0,0.0,0.0,33.8,51.1,52.0,7.74,1.54
2020-03-26,3.0,11.5,7.1,8.7,6.0,1.3,3.0,2020-03-26T06:56,2020-03-26T19:22,0.0,0.0,0.0,0.0,35.1,57.6,53.0,15.76,2.15
2020-03-27,51.0,11.5,7.6,9.1,8.0,3.1,5.3,2020-03-27T06:55,2020-03-27T19:23,0.2,0.2,0.0,2.0,26.0,45.7,40.0,10.87,1.64
2020-03-28,53.0,9.8,7.2,8.4,7.5,4.5,5.9,2020-03-28T06:53,2020-03-28T19:24,5.4,5.4,0.0,14.0,17.1,26.3,324.0,6.24,1.02
2020-03-29,61.0,10.0,9.0,9.4,7.0,5.2,5.9,2020-03-29T06:51,2020-03-29T19:25,22.7,22.7,0.0,24.0,22.8,33.5,259.0,2.92,0.67
2020-03-30,51.0,14.2,9.0,11.3,12.9,5.6,8.7,2020-03-30T06:50,2020-03-30T19:27,0.1,0.1,0.0,1.0,20.9,32.4,218.0,20.57,2.7
2020-03-31,3.0,12.2,6.5,9.1,8.7,0.5,5.2,2020-03-31T06:48,2020-03-31T19:28,0.0,0.0,0.0,0.0,33.8,52.6,34.0,19.53,2.19
2020-04-01,51.0,9.1,6.4,7.7,4.5,0.5,2.5,2020-04-01T06:46,2020-04-01T19:29,1.1,1.1,0.0,8.0,30.2,48.6,46.0,5.9,1.38
2020-04-02,63.0,9.8,6.7,8.0,4.8,1.9,3.2,2020-04-02T06:45,2020-04-02T19:30,25.6,25.6,0.0,12.0,32.4,54.4,48.0,10.07,1.43
2020-04-03,63.0,10.6,5.9,7.8,8.5,2.1,5.1,2020-04-03T06:43,2020-04-03T19:31,10.0,10.0,0.0,11.0,18.2,31.7,12.0,11.88,1.79
2020-04-04,53.0,10.9,6.8,8.7,8.2,3.5,5.4,2020-04-04T06:41,2020-04-04T19:32,5.2,5.2,0.0,13.0,29.2,45.4,67.0,4.96,0.9
2020-04-05,55.0,11.5,9.0,10.0,5.8,2.3,4.3,2020-04-05T06:40,2020-04-05T19:33,7.4,7.4,0.0,22.0,39.9,64.8,51.0,11.88,1.58
2020-04-06,53.0,10.7,7.6,9.3,3.6,0.1,2.2,2020-04-06T06:38,2020-04-06T19:34,6.6,6.6,0.0,17.0,44.6,68.4,44.0,12.75,2.48
2020-04-07,1.0,11.6,7.5,9.2,4.3,0.1,1.6,2020-04-07T06:37,2020-04-07T19:35,0.0,0.0,0.0,0.0,46.0,74.2,49.0,22.92,3.6
2020-04-08,2.0,10.7,7.5,8.9,5.2,1.5,2.8,2020-04-08T06:35,2020-04-08T19:36,0.0,0.0,0.0,0.0,36.5,58.0,46.0,21.62,3.12
2020-04-09,2.0,11.6,7.0,8.8,8.0,2.1,4.4,2020-04-09T06:33,2020-04-09T19:37,0.0,0.0,0.0,0.0,25.5,41.8,41.0,19.45,2.76
2020-04-10,0.0,14.8,4.3,9.9,14.3,1.2,8.0,2020-04-10T06:32,2020-04-10T19:38,0.0,0.0,0.0,0.0,11.9,21.6,51.0,24.19,3.37
2020-04-11,0.0,16.0,6.3,11.6,15.1,4.0,9.5,2020-04-11T06:30,2020-04-11T19:39,0.0,0.0,0.0,0.0,18.7,28.8,49.0,23.72,3.4
2020-04-12,0.0,13.6,8.0,10.3,10.1,3.9,6.1,2020-04-12T06:29,2020-04-12T19:40,0.0,0.0,0.0,0.0,25.3,40.3,54.0,24.44,3.7
2020-04-13,1.0,14.0,6.8,10.1,14.0,4.1,8.3,2020-04-13T06:27,2020-04-13T19:41,0.0,0.0,0.0,0.0,16.5,27.7,66.0,24.62,3.37
2020-04-14,2.0,18.4,8.4,13.9,16.8,5.9,11.4,2020-04-14T06:25,2020-04-14T19:42,0.0,0.0,0.0,0.0,21.0,33.8,210.0,20.98,3.67
2020-04-15,53.0,14.5,7.0,10.0,12.3,1.4,5.5,2020-04-15T06:24,2020-04-15T19:44,2.9,2.9,0.0,10.0,34.8,55.8,34.0,8.14,1.38
2020-04-16,3.0,12.3,6.8,9.3,9.3,1.5,5.1,2020-04-16T06:22,2020-04-16T19:45,0.0,0.0,0.0,0.0,27.0,43.6,44.0,24.5,3.53
2020-04-17,1.0,15.1,5.9,11.0,14.1,2.9,8.8,2020-04-17T06:21,2020-04-17T19:46,0.0,0.0,0.0,0.0,12.1,19.4,208.0,24.92,3.55
2020-04-18,1.0,17.4,9.3,13.2,17.3,6.8,11.7,2020-04-18T06:19,2020-04-18T19:47,0.0,0.0,0.0,0.0,14.1,23.8,211.0,24.33,3.53
2020-04-19,1.0,19.1,10.3,14.6,19.5,8.6,13.7,2020-04-19T06:18,2020-04-19T19:48,0.0,0.0,0.0,0.0,11.3,19.1,201.0,23.27,3.56
2020-04-20,3.0,15.0,10.3,13.2,13.2,5.7,10.5,2020-04-20T06:16,2020-04-20T19:49,0.0,0.0,0.0,0.0,30.6,44.3,35.0,20.96,2.72
2020-04-21,51.0,11.9,8.2,10.3,6.5,1.8,5.3,2020-04-21T06:15,2020-04-21T19:50,1.3,1.3,0.0,8.0,32.8,52.2,52.0,9.0,2.2
2020-04-22,3.0,11.6,8.1,9.7,5.4,1.8,3.9,2020-04-22T06:13,2020-04-22T19:51,0.0,0.0,0.0,0.0,32.2,52.6,46.0,13.44,2.8
2020-04-23,2.0,12.3,7.6,9.7,7.7,3.1,4.7,2020-04-23T06:12,2020-04-23T19:52,0.0,0.0,0.0,0.0,32.3,46.8,51.0,21.82,3.25
2020-04-24,2.0,13.7,7.9,10.4,10.5,3.4,6.1,2020-04-24T06:11,2020-04-24T19:53,0.0,0.0,0.0,0.0,26.6,46.1,48.0,25.83,3.54
2020-04-25,2.0,14.0,6.9,10.1,13.3,4.4,8.1,2020-04-25T06:09,2020-04-25T19:54,0.0,0.0,0.0,0.0,14.5,25.9,47.0,24.61,3.45
2020-04-26,1.0,18.2,8.7,13.8,17.7,5.6,11.6,2020-04-26T06:08,2020-04-26T19:55,0.0,0.0,0.0,0.0,20.4,32.8,213.0,23.4,3.89
2020-04-27,1.0,17.5,10.4,13.7,17.9,8.8,12.3,2020-04-27T06:06,2020-04-27T19:56,0.0,0.0,0.0,0.0,17.4,25.2,37.0,24.35,3.72
2020-04-28,0.0,19.4,10.5,14.4,19.1,8.0,12.4,2020-04-28T06:05,2020-04-28T19:57,0.0,0.0,0.0,0.0,16.1,25.6,68.0,25.71,4.44
2020-04-29,1.0,20.2,9.6,15.6,19.6,7.7,14.3,2020-04-29T06:04,2020-04-29T19:58,0.0,0.0,0.0,0.0,12.5,22.7,182.0,24.62,4.2
2020-04-30,2.0,19.4,13.1,16.4,19.1,12.2,15.4,2020-04-30T06:02,2020-04-30T19:59,0.0,0.0,0.0,0.0,16.1,27.4,218.0,24.2,3.92
2020-05-01,1.0,19.5,13.9,16.5,19.5,13.0,16.0,2020-05-01T06:01,2020-05-01T20:00,0.0,0.0,0.0,0.0,16.1,27.0,223.0,23.17,3.53
2020-05-02,2.0,19.9,14.1,17.1,20.5,13.8,16.8,2020-05-02T06:00,2020-05-02T20:02,0.0,0.0,0.0,0.0,12.7,23.8,213.0,24.31,3.95
2020-05-03,53.0,17.6,13.8,15.8,17.3,13.1,15.4,2020-05-03T05:59,2020-05-03T20:03,1.4,1.4,0.0,7.0,11.3,26.6,196.0,14.53,2.4
2020-05-04,55.0,14.2,13.0,13.6,14.0,12.5,13.3,2020-05-04T05:57,2020-05-04T20:04,12.6,12.6,0.0,20.0,14.5,28.8,293.0,4.01,0.73
2020-05-05,51.0,16.7,12.8,14.6,16.6,11.5,13.7,2020-05-05T05:56,2020-05-05T20:05,2.0,2.0,0.0,9.0,13.8,24.5,294.0,15.43,2.32
2020-05-06,51.0,19.8,12.6,16.0,19.3,9.0,14.9,2020-05-06T05:55,2020-05-06T20:06,0.5,0.5,0.0,2.0,23.5,39.2,219.0,24.86,3.97
2020-05-07,61.0,16.0,10.8,13.0,14.4,7.7,11.1,2020-05-07T05:54,2020-05-07T20:07,6.8,6.8,0.0,8.0,22.9,41.0,281.0,21.27,3.32
2020-05-08,1.0,16.4,11.8,14.0,16.1,10.1,12.6,2020-05-08T05:53,2020-05-08T20:08,0.0,0.0,0.0,0.0,16.7,27.4,30.0,21.63,3.32
2020-05-09,0.0,18.7,8.8,14.5,19.5,7.3,13.3,2020-05-09T05:51,2020-05-09T20:09,0.0,0.0,0.0,0.0,10.9,18.0,75.0,27.23,4.5
2020-05-10,1.0,20.4,11.0,16.4,21.4,9.2,15.9,2020-05-10T05:50,2020-05-10T20:10,0.0,0.0,0.0,0.0,9.1,16.9,188.0,27.19,4.47
2020-05-11,2.0,23.8,13.0,18.6,24.3,12.0,18.3,2020-05-11T05:49,2020-05-11T20:11,0.0,0.0,0.0,0.0,15.9,22.0,185.0,26.42,4.83
2020-05-12,1.0,24.4,18.4,21.1,23.6,15.0,18.5,2020-05-12T05:48,2020-05-12T20:12,0.0,0.0,0.0,0.0,26.4,40.0,230.0,26.84,6.63
2020-05-13,2.0,19.0,13.9,17.2,17.6,12.0,15.5,2020-05-13T05:47,2020-05-13T20:13,0.0,0.0,0.0,0.0,26.0,39.2,35.0,24.6,3.82
2020-05-14,3.0,20.3,13.0,16.7,21.7,12.1,17.0,2020-05-14T05:46,2020-05-14T20:14,0.0,0.0,0.0,0.0,14.8,24.8,190.0,23.05,3.55
2020-05-15,1.0,25.6,16.8,21.3,27.0,17.3,21.5,2020-05-15T05:45,2020-05-15T20:15,0.0,0.0,0.0,0.0,18.8,31.0,211.0,26.57,5.12
2020-05-16,1.0,25.6,17.4,21.5,27.6,16.1,21.1,2020-05-16T05:44,2020-05-16T20:16,0.0,0.0,0.0,0.0,20.6,29.5,33.0,26.18,5.53
2020-05-17,1.0,27.4,16.0,20.7,30.3,15.0,20.8,2020-05-17T05:44,2020-05-17T20:17,0.0,0.0,0.0,0.0,19.8,34.6,50.0,26.32,5.07
2020-05-18,1.0,22.2,15.4,18.8,21.7,14.2,17.7,2020-05-18T05:43,2020-05-18T20:18,0.0,0.0,0.0,0.0,27.2,40.7,44.0,24.22,4.25
2020-05-19,1.0,25.1,15.2,19.8,24.6,13.0,18.1,2020-05-19T05:42,2020-05-19T20:19,0.0,0.0,0.0,0.0,23.1,33.5,54.0,27.15,5.6
2020-05-20,1.0,24.2,15.1,19.9,26.9,15.0,20.6,2020-05-20T05:41,2020-05-20T20:20,0.0,0.0,0.0,0.0,18.2,25.9,23.0,24.57,4.63
2020-05-21,51.0,20.4,15.3,17.7,20.7,12.2,16.5,2020-05-21T05:40,2020-05-21T20:20,0.3,0.3,0.0,2.0,27.0,47.5,21.0,24.3,3.82
2020-05-22,55.0,16.0,12.3,14.1,12.7,7.0,10.4,2020-05-22T05:40,2020-05-22T20:21,9.7,9.7,0.0,13.0,38.1,50.8,24.0,14.53,2.95
2020-05-23,53.0,15.0,9.7,13.0,13.8,7.7,10.8,2020-05-23T05:39,2020-05-23T20:22,2.3,2.3,0.0,7.0,24.5,39.6,337.0,16.38,2.63
2020-05-24,1.0,18.1,9.4,14.0,18.7,8.1,13.3,2020-05-24T05:38,2020-05-24T20:23,0.0,0.0,0.0,0.0,9.2,16.9,114.0,28.54,4.44
2020-05-25,51.0,17.5,12.8,15.5,15.6,11.6,14.2,2020-05-25T05:37,2020-05-25T20:24,1.2,1.2,0.0,5.0,17.8,30.6,12.0,17.4,2.94
2020-05-26,2.0,18.9,12.2,15.3,16.7,10.5,13.0,2020-05-26T05:37,2020-05-26T20:25,0.0,0.0,0.0,0.0,23.3,34.6,49.0,23.51,4.04
2020-05-27,61.0,15.2,13.2,14.2,12.2,10.1,11.0,2020-05-27T05:36,2020-05-27T20:26,7.5,7.5,0.0,9.0,29.3,46.4,45.0,7.98,1.81
2020-05-28,51.0,17.4,13.1,15.2,18.1,11.6,14.5,2020-05-28T05:36,2020-05-28T20:27,0.6,0.6,0.0,4.0,14.4,21.2,315.0,21.21,3.41
2020-05-29,53.0,18.1,11.3,15.4,17.4,10.4,14.8,2020-05-29T05:35,2020-05-29T20:27,1.6,1.6,0.0,5.0,16.3,27.7,245.0,22.6,3.4
2020-05-30,1.0,19.8,14.3,17.2,20.0,13.4,16.3,2020-05-30T05:35,2020-05-30T20:28,0.0,0.0,0.0,0.0,18.9,30.6,219.0,26.11,4.23
2020-05-31,1.0,21.5,14.6,18.4,21.7,14.2,18.0,2020-05-31T05:34,2020-05-31T20:29,0.0,0.0,0.0,0.0,15.8,27.0,212.0,27.99,4.84
2020-06-01,53.0,19.4,14.5,17.0,21.3,13.9,17.4,2020-06-01T05:34,2020-06-01T20:30,1.3,1.3,0.0,6.0,11.5,21.6,277.0,19.48,3.27
2020-06-02,3.0,19.3,13.9,16.8,20.5,14.0,16.8,2020-06-02T05:33,2020-06-02T20:30,0.0,0.0,0.0,0.0,8.2,20.5,297.0,21.37,3.64
2020-06-03,53.0,18.7,12.9,16.2,20.2,12.4,16.4,2020-06-03T05:33,2020-06-03T20:31,4.0,4.0,0.0,13.0,11.0,23.8,228.0,19.8,3.19
2020-06-04,1.0,21.9,13.6,18.4,22.2,12.7,17.8,2020-06-04T05:32,2020-06-04T20:32,0.0,0.0,0.0,0.0,17.3,31.7,206.0,27.45,4.74
2020-06-05,1.0,25.3,17.4,21.1,25.4,16.8,20.7,2020-06-05T05:32,2020-06-05T20:32,0.0,0.0,0.0,0.0,17.3,28.1,191.0,29.11,5.66
2020-06-06,1.0,27.1,15.9,22.1,30.5,15.5,22.7,2020-06-06T05:32,2020-06-06T20:33,0.0,0.0,0.0,0.0,11.2,18.7,100.0,26.88,5.46
2020-06-07,0.0,24.9,17.1,21.3,25.7,17.4,21.6,2020-06-07T05:32,2020-06-07T20:34,0.0,0.0,0.0,0.0,18.9,28.4,244.0,27.77,5.3
2020-06-08,1.0,24.8,17.7,21.5,26.2,18.8,22.5,2020-06-08T05:31,2020-06-08T20:34,0.0,0.0,0.0,0.0,14.4,26.3,228.0,28.4,5.14
2020-06-09,1.0,26.7,16.8,22.9,30.2,17.2,24.2,2020-06-09T05:31,2020-06-09T20:35,0.0,0.0,0.0,0.0,17.2,24.5,105.0,28.49,5.86
2020-06-10,1.0,26.3,19.1,22.8,28.6,19.2,23.0,2020-06-10T05:31,2020-06-10T20:35,0.0,0.0,0.0,0.0,17.1,23.8,43.0,27.28,5.89
2020-06-11,1.0,25.9,18.3,22.1,28.8,19.7,23.7,2020-06-11T05:31,2020-06-11T20:36,0.0,0.0,0.0,0.0,14.2,32.8,250.0,26.32,5.06
2020-06-12,1.0,24.9,19.9,22.1,25.7,19.9,22.3,2020-06-12T05:31,2020-06-12T20:36,0.0,0.0,0.0,0.0,22.2,34.2,220.0,25.98,5.21
2020-06-13,51.0,23.6,18.5,21.2,24.3,19.5,21.6,2020-06-13T05:31,2020-06-13T20:37,0.7,0.7,0.0,3.0,14.7,27.0,234.0,22.1,4.34
2020-06-14,51.0,23.9,19.8,21.4,24.7,19.4,21.7,2020-06-14T05:31,2020-06-14T20:37,0.9,0.9,0.0,5.0,21.9,33.8,222.0,17.79,3.6
2020-06-15,53.0,25.3,20.1,22.1,28.2,20.9,23.8,2020-06-15T05:31,2020-06-15T20:38,5.6,5.6,0.0,14.0,17.5,34.9,231.0,20.36,3.91
2020-06-16,53.0,26.4,18.5,22.6,30.4,20.7,25.2,2020-06-16T05:31,2020-06-16T20:38,1.9,1.9,0.0,5.0,14.3,21.6,50.0,25.3,4.88
2020-06-17,1.0,26.5,19.7,23.1,31.1,22.2,26.0,2020-06-17T05:31,2020-06-17T20:38,0.0,0.0,0.0,0.0,13.4,19.8,7.0,25.67,4.98
2020-06-18,51.0,24.3,19.8,22.1,28.1,21.7,24.5,2020-06-18T05:31,2020-06-18T20:39,0.5,0.5,0.0,5.0,10.3,23.8,274.0,21.31,3.91
2020-06-19,63.0,23.6,18.5,21.0,25.3,20.0,22.6,2020-06-19T05:31,2020-06-19T20:39,11.3,11.3,0.0,10.0,15.0,28.4,247.0,17.59,3.23
2020-06-20,53.0,26.1,20.5,23.3,27.6,21.6,24.7,2020-06-20T05:32,2020-06-20T20:39,3.8,3.8,0.0,8.0,15.6,29.2,238.0,24.7,4.96
2020-06-21,1.0,25.6,20.8,23.6,27.7,22.6,25.4,2020-06-21T05:32,2020-06-21T20:39,0.0,0.0,0.0,0.0,18.9,24.5,18.0,24.74,4.81
2020-06-22,1.0,25.8,19.7,22.6,27.5,21.6,24.3,2020-06-22T05:32,2020-06-22T20:40,0.0,0.0,0.0,0.0,15.4,24.8,31.0,25.38,4.91
2020-06-23,51.0,24.9,19.9,22.3,28.6,22.0,24.6,2020-06-23T05:32,2020-06-23T20:40,0.5,0.5,0.0,2.0,15.5,26.6,303.0,20.87,3.88
2020-06-24,53.0,24.2,19.8,21.9,25.8,20.4,23.1,2020-06-24T05:33,2020-06-24T20:40,4.0,4.0,0.0,9.0,16.0,31.0,267.0,19.93,3.75
2020-06-25,51.0,25.3,19.9,22.5,26.6,22.0,23.9,2020-06-25T05:33,2020-06-25T20:40,0.4,0.4,0.0,4.0,20.0,29.5,29.0,23.76,4.58
2020-06-26,51.0,25.6,20.6,23.0,25.4,21.9,23.4,2020-06-26T05:33,2020-06-26T20:40,0.2,0.2,0.0,2.0,30.5,46.4,44.0,22.34,4.45
2020-06-27,1.0,26.7,20.5,23.4,26.7,20.5,22.9,2020-06-27T05:34,2020-06-27T20:40,0.0,0.0,0.0,0.0,27.9,44.3,45.0,28.39,6.09
2020-06-28,0.0,27.8,20.8,23.9,27.9,20.7,23.7,2020-06-28T05:34,2020-06-28T20:40,0.0,0.0,0.0,0.0,24.0,38.5,44.0,29.2,6.47
2020-06-29,0.0,28.6,19.9,23.9,29.4,22.2,24.8,2020-06-29T05:35,2020-06-29T20:40,0.0,0.0,0.0,0.0,16.3,30.6,35.0,29.28,6.23
2020-06-30,3.0,28.3,16.9,23.7,31.2,18.0,25.3,2020-06-30T05:35,2020-06-30T20:40,0.0,0.0,0.0,0.0,9.9,18.4,40.0,29.0,5.81
2020-07-01,1.0,29.7,20.3,25.3,33.5,22.2,27.6,2020-07-01T05:36,2020-07-01T20:40,0.0,0.0,0.0,0.0,18.1,28.8,22.0,26.99,5.7
2020-07-02,1.0,29.7,22.6,25.8,31.3,24.9,27.2,2020-07-02T05:36,2020-07-02T20:40,0.0,0.0,0.0,0.0,26.6,42.1,44.0,28.39,6.21
2020-07-03,2.0,29.6,22.2,25.4,32.4,24.7,27.5,2020-07-03T05:37,2020-07-03T20:39,0.0,0.0,0.0,0.0,21.2,34.6,38.0,27.67,5.8
2020-07-04,2.0,29.4,22.2,25.5,32.1,25.2,27.8,2020-07-04T05:37,2020-07-04T20:39,0.0,0.0,0.0,0.0,22.6,36.4,38.0,26.01,5.51
2020-07-05,1.0,29.7,22.7,25.8,32.0,25.7,27.9,2020-07-05T05:38,2020-07-05T20:39,0.0,0.0,0.0,0.0,26.7,40.3,35.0,26.43,5.67
2020-07-06,2.0,30.6,23.0,26.3,32.3,25.8,28.3,2020-07-06T05:38,2020-07-06T20:39,0.0,0.0,0.0,0.0,25.6,39.2,41.0,27.41,6.0
2020-07-07,3.0,30.4,23.6,26.4,34.1,26.8,29.4,2020-07-07T05:39,2020-07-07T20:38,0.0,0.0,0.0,0.0,22.7,34.2,24.0,25.41,5.43
2020-07-08,53.0,24.8,21.2,23.1,26.6,19.8,22.2,2020-07-08T05:40,2020-07-08T20:38,3.1,3.1,0.0,9.0,31.7,48.6,22.0,18.85,4.38
2020-07-09,2.0,26.1,21.0,23.3,24.0,19.6,21.0,2020-07-09T05:40,2020-07-09T20:38,0.0,0.0,0.0,0.0,30.3,49.3,50.0,24.66,6.7
2020-07-10,1.0,26.3,20.7,23.5,24.8,19.1,21.6,2020-07-10T05:41,2020-07-10T20:37,0.0,0.0,0.0,0.0,32.6,51.1,52.0,25.55,6.59
2020-07-11,1.0,27.6,21.8,24.4,27.7,21.4,23.9,2020-07-11T05:42,2020-07-11T20:37,0.0,0.0,0.0,0.0,29.3,45.7,49.0,27.38,6.34
2020-07-12,2.0,28.0,21.8,24.5,28.1,22.9,25.0,2020-07-12T05:43,2020-07-12T20:36,0.0,0.0,0.0,0.0,24.4,40.3,33.0,25.43,5.78
2020-07-13,51.0,23.3,20.3,21.8,24.4,18.8,21.7,2020-07-13T05:43,2020-07-13T20:36,0.1,0.1,0.0,1.0,30.6,48.6,18.0,20.3,3.85
2020-07-14,3.0,24.3,20.2,22.1,21.2,17.2,19.3,2020-07-14T05:44,2020-07-14T20:35,0.0,0.0,0.0,0.0,29.8,46.1,43.0,20.73,5.93
2020-07-15,3.0,24.1,18.9,21.5,22.1,17.1,19.3,2020-07-15T05:45,2020-07-15T20:35,0.0,0.0,0.0,0.0,23.1,38.5,45.0,17.57,5.05
2020-07-16,2.0,25.2,19.1,22.1,24.4,18.8,21.1,2020-07-16T05:46,2020-07-16T20:34,0.0,0.0,0.0,0.0,21.7,32.8,34.0,22.17,5.25
2020-07-17,1.0,26.5,19.0,22.7,25.8,19.6,22.5,2020-07-17T05:46,2020-07-17T20:33,0.0,0.0,0.0,0.0,22.7,35.6,42.0,23.23,5.26
2020-07-18,0.0,27.9,20.4,23.9,27.8,21.0,23.7,2020-07-18T05:47,2020-07-18T20:33,0.0,0.0,0.0,0.0,26.0,41.0,45.0,27.31,6.15
2020-07-19,2.0,27.9,21.6,24.3,29.7,22.6,25.3,2020-07-19T05:48,2020-07-19T20:32,0.0,0.0,0.0,0.0,20.9,36.4,37.0,23.79,5.19
2020-07-20,2.0,26.5,20.8,23.8,29.7,23.6,26.2,2020-07-20T05:49,2020-07-20T20:31,0.0,0.0,0.0,0.0,14.8,26.3,356.0,21.25,4.28
2020-07-21,2.0,27.1,21.1,24.1,27.5,23.4,25.1,2020-07-21T05:50,2020-07-21T20:30,0.0,0.0,0.0,0.0,22.8,35.3,27.0,24.01,5.19
2020-07-22,1.0,28.6,21.3,24.5,28.4,22.0,24.5,2020-07-22T05:51,2020-07-22T20:29,0.0,0.0,0.0,0.0,28.9,45.4,45.0,26.73,6.17
2020-07-23,0.0,29.5,21.9,25.2,28.8,23.0,25.1,2020-07-23T05:52,2020-07-23T20:29,0.0,0.0,0.0,0.0,32.4,49.3,48.0,27.58,6.57
2020-07-24,0.0,28.5,22.3,24.8,27.6,21.2,24.0,2020-07-24T05:53,2020-07-24T20:28,0.0,0.0,0.0,0.0,32.1,50.4,52.0,27.43,6.7
2020-07-25,1.0,27.9,21.6,24.3,28.1,21.2,24.0,2020-07-25T05:54,2020-07-25T20:27,0.0,0.0,0.0,0.0,28.1,43.6,49.0,26.82,6.23
2020-07-26,2.0,28.0,21.7,24.7,31.3,23.2,26.4,2020-07-26T05:54,2020-07-26T20:26,0.0,0.0,0.0,0.0,18.2,27.7,27.0,25.23,5.44
2020-07-27,2.0,29.1,21.9,25.0,31.8,25.2,27.5,2020-07-27T05:55,2020-07-27T20:25,0.0,0.0,0.0,0.0,20.0,32.4,13.0,25.29,5.4
